TG,Common Name,Class,Order,Family,Genus,Species,q,r,Vr,CVN,MA-Yr,RW-Yr,EX-Yr,RL-Yr,GL-Yr,TL-Yr,MA-G,RW-G,EX-G,RL-G,GL-G,TL-G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Bir,Northern goshawk,Aves,Falconiformes,Accipitridae,Accipiter,gentilis,21,-0.041,0.934,1.85,14.13,19.33,20.72,13.21,8.24,7.96,11.8,20.72,20.72,17.45,9.44,9.01,0,7.003,0,0.4,0.524,0.667,1025,600,1100,2,24,120,,,4,3,1,1,2,1,2,1,,4,2,5,1,2,LC,1
Bir,Eurasian sparrowhawk,Aves,Falconiformes,Accipitridae,Accipiter,nisus,17,-0.006,0.015,0.077,4.23,6.11,6.56,4.2,4.2,4.2,4.28,6.41,6.76,4.26,4.22,4.27,1,6.551,0,0.4,0.405,0.833,238,350,700,2,18,84,,,4,2,1,1,2,1,2,1,,5,2,5,1,2,LC,2
Bir,Golden eagle,Aves,Falconiformes,Accipitridae,Aquila,chrysaetos,14,-0.074,0.055,0.103,9.12,7.99,14.51,4.81,4.74,4.72,10.03,11.96,20.72,5.06,4.94,4.89,1,7.666,0,0.4,0.524,0.833,4195,890,2135,2,48,360,,,4,3,1,1,2,1,2,1,,1,2,5,1,2,LC,2
Bir,Rough-legged hawk (buzzard),Aves,Falconiformes,Accipitridae,Buteo,lagopus,36,-0.007,1.442,1.155,17.01,20.72,20.72,20.72,20.72,17.01,20.72,20.72,20.72,20.72,20.72,20.72,1,4.956,0,0.4,0.405,0.833,956,560,142,2,24,216,,,4,2,1,1,2,1,2,1,,5,2,5,1,2,LC,2
Bir,Red-shouldered hawk or Buzzard,Aves,Falconiformes,Accipitridae,Buteo,lineatus,19,-0.353,0.806,1.078,11.42,19.09,20.72,20.72,20.72,9.79,12.11,20.72,20.72,20.72,20.72,12.11,0,6.908,0.25,0.2,0.524,0.667,559,420,1000,2,24,144,,,4,3,1,1,1,1,2,2,,3,2,5,1,2,LC,1
Bir,Marsh hawk or Hen harrier,Aves,Falconiformes,Accipitridae,Circus,cyaneus,31,-0.154,3.17,1.118,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,0,4.7,0,0.4,0.405,0.667,435,500,110,2,24,144,,,3,2,1,1,2,1,2,1,,3,2,5,1,2,LC,1
Bir,Bald eagle,Aves,Falconiformes,Accipitridae,Haliaeetus,leucocephalus,23,0.027,0.366,0.686,11.28,13.51,11.52,7.46,6.66,20.72,12.28,20.72,19.36,9.08,7.62,20.72,1,7.601,0.25,0.6,0.405,0.833,4740,850,2000,2,48,336,,,3,2,1,1,2,2,3,2,,2,2,5,1,2,CD,2
Bir,Red Kite,Aves,Falconiformes,Accipitridae,Milvus,milvus,54,0.056,0.068,0.542,6.57,8.26,5.22,6.43,6.51,6.5,7.01,8.07,6.28,6.71,6.94,6.83,1,7.523,0.25,0.6,0.405,0.667,1080,635,1850,2,12,264,,,4,2,1,1,3,1,3,2,,2,2,5,1,2,CD,2
Bir,Snail Kite,Aves,Falconiformes,Accipitridae,Rostrhamus,sociabilis,19,0.067,0.189,0.611,7.64,10.98,6.95,5.69,5.71,20.72,7.93,10.89,8.54,5.93,5.9,20.72,1,7.048,0.25,0.8,0.762,0.667,378,425,1150,2,12,120,,,1,2,1,1,3,2,3,2,,2,2,5,2,2,CD,1
Bir,California Condor,Aves,Falconiformes,Cathartidae,Gymnogyps,californianus,15,-0.077,0.124,0.441,10.75,9.7,16.43,6.84,6.25,5.92,17.87,20.39,20.72,8.86,7.4,6.75,1,6.985,1,1,1,0.833,10104,1190,1080,2,96,480,,,4,4,1,1,3,3,5,5,,1,1,5,2,2,CR,2
Bir,Peregrine falcon,Aves,Falconiformes,Falconidae,Falco,peregrinus,21,0.047,0.026,0.453,6.58,6.86,4.53,6.44,12.96,6.62,7.36,7.86,5.21,7.41,12.68,7.6,1,6.908,0,0.4,0.524,0.667,782,460,1000,2,24,180,,,4,3,1,1,2,1,3,1,,3,1,5,1,1,LC,2
Bir,Gyr falcon,Aves,Falconiformes,Falconidae,Falco,rusticolus,62,-0.018,0.139,0.563,7.03,9.95,11.38,6.56,5.89,5.81,8.02,12.25,13.53,7.47,6.44,6.25,0,7.151,0,0.2,0.405,0.667,1461,540,1275,2,24,120,,,4,2,1,1,1,1,3,1,,3,2,5,1,2,LC,1
Bir,American hawk or kestrel,Aves,Falconiformes,Falconidae,Falco,sparverius,32,-0.24,1.346,0.682,7.56,20.72,20.72,20.72,20.72,7.56,8.01,20.72,20.72,20.72,20.72,8.01,0,6.363,0,0.2,0.524,0.833,116,270,580,2,18,120,,,4,3,1,1,1,1,1,1,,5,1,5,1,1,LC,1
Bir,Eurasian kestrel,Aves,Falconiformes,Falconidae,Falco,tinnunculus,9,0.038,1.059,0.724,18.3,19.95,17.41,10.55,7.44,6.97,10.96,20.72,20.72,15.43,8.31,7.52,0,6.6,0,0.4,0.405,0.833,202,355,735,2,18,144,,,4,2,1,1,2,1,1,1,,5,2,5,1,2,LC,1
Bir,California quail,Aves,Galliformes,Odontophoridae,Callipepla,californica,22,0.024,0.36,0.532,5.86,13.7,11.77,5.68,5.43,5.97,6.21,13.32,12.55,5.91,5.7,6.92,0,5.521,0.25,0.4,0.5,0.833,173,250,,2,12,72,,,3,4,1,1,2,1,1,2,,15,2,4,1,2,LC,1
Bir,Red-legged partridge,Aves,Galliformes,Phasianidae,Alectoris,rufa,13,-0.037,0.031,0.157,5.35,6.98,10.18,4.41,4.37,4.38,5.23,6.89,8.16,4.48,4.43,4.44,0,6.163,0.25,0.4,0.5,0.833,480,340,475,2,12,72,,,4,4,1,1,2,1,1,2,,12,2,4,1,2,LC,1
Bir,Grey partridge,Aves,Galliformes,Phasianidae,Perdix,perdix,138,0.003,0.589,0.576,5.81,15.87,15.92,6.93,5.8,5.9,5.99,14.58,14.67,7.66,5.98,6.11,0,6.142,0.25,0.4,0.5,0.667,390,300,465,2,10,96,,,3,4,1,1,2,1,1,2,,15,2,4,1,2,LC,1
Bir,Ring-necked pheasant,Aves,Galliformes,Phasianidae,Phasianus,colchicus,29,0.062,1.601,1.482,13.33,20.72,19.54,13.89,13.21,10.66,15.12,20.72,20.45,18.75,14.39,11.74,0,6.685,0,0.4,0.5,0.667,1135,700,800,2,10,96,,,3,4,1,1,2,1,1,1,,12,2,4,1,2,LC,1
Bir,Hazel grouse,Aves,Galliformes,Tetraonidae,Bonasa,bonasia,29,0.009,0.897,0.82,8.9,18.78,18.18,9.55,7.34,7.08,9.22,17.43,16.82,10.86,7.85,7.45,0,5.927,0,0.2,0.357,0.5,429,375,,2,10,60,,,4,4,1,0,2,1,2,1,,8,2,3,1,2,LC,1
Bir,Ruffed grouse,Aves,Galliformes,Tetraonidae,Bonasa,umbellus,33,-0.035,0.156,0.698,9.27,10.3,13.28,7.27,5.62,6.43,8.65,9.7,10.47,7.64,5.8,6.73,0,6.064,0.25,0.4,0.5,0.5,577,430,,2,10,48,,,4,4,1,1,2,1,1,2,,10,2,4,1,2,LC,1
Bir,Northern bobwhite or Bobwhite quail,Aves,Galliformes,Tetraonidae,Colinus,virginianus,45,-0.013,0.16,0.455,8.36,10.31,11.44,5.88,9.11,8.63,8.27,9.56,10.01,6.2,9,9.02,1,5.298,0.25,0.4,0.381,0.5,178,200,,2,10,60,,,4,3,1,1,2,1,1,2,,12,3,4,1,2,LC,1
Bir,Spruce grouse,Aves,Galliformes,Tetraonidae,Dendragapus,canadensis,13,0.026,0.613,0.659,10.96,16.42,14.44,6.82,5.93,6.07,10.61,15.04,14.04,7.49,6.1,6.4,0,5.991,0.25,0,0.357,0.667,474,400,,2,10,120,,,3,4,1,0,1,1,1,2,,10,2,3,1,2,LC,1
Bir,Blue grouse,Aves,Galliformes,Tetraonidae,Dendragapus,obscurus,11,-0.023,0.211,0.509,10.59,11.15,13.24,5.95,5.41,5.41,9.96,10.61,11.15,6.35,5.69,5.66,0,6.234,0.25,0,0.357,0.667,1040,510,,2,10,84,,,3,4,1,0,1,1,1,2,,10,2,3,1,2,LC,1
Bir,Willow grouse or Willow ptarmigan,Aves,Galliformes,Tetraonidae,Lagopus,lagopus lagopus,29,0.001,0.022,0.157,4.67,6.47,6.41,4.37,5.03,4.4,4.73,6.2,6.18,4.4,5.15,4.45,0,5.966,0.25,0.4,0.357,0.667,550,390,,2,10,84,,,4,4,1,1,2,1,2,2,,7,2,3,1,2,LC,1
Bir,Red grouse,Aves,Galliformes,Tetraonidae,Lagopus,lagopus lagopus scoticus,107,0.001,0.412,0.479,5.74,14.28,14.08,6.5,5.72,5.89,5.92,12.81,13.04,6.9,5.89,6.11,0,5.94,0,0.4,0.238,0.667,559,380,,2,10,84,,,4,3,1,1,2,1,2,1,,9,2,3,1,2,LC,1
Bir,Rock ptarmigan,Aves,Galliformes,Tetraonidae,Lagopus,mutus,64,0.032,0.81,1.044,8.75,18.2,16,10.46,7.37,8.05,9.14,16.62,15.87,11.35,7.79,8.65,0,5.886,0,0.2,0.238,0.667,422,360,,2,10,84,,,4,3,1,1,1,1,2,1,,7,2,3,1,2,LC,1
Bir,Black grouse,Aves,Galliformes,Tetraonidae,Tetrao,tetrix,39,0.044,0.844,0.694,6.78,18.59,15.3,8.13,6.66,6.24,7.51,19.13,17.68,10.3,7.21,6.62,0,6.215,0.25,0.4,0.381,0.667,1083,500,,2,14,60,,,3,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Bir,Western capercaillie or Wood grouse,Aves,Galliformes,Tetraonidae,Tetrao,urogallus,29,0.001,0.027,0.163,4.8,6.74,6.63,4.44,5.1,4.76,4.86,6.36,6.25,4.48,5.19,4.89,0,6.802,0.25,0.4,0.238,0.667,2950,900,,2,10,120,,,3,3,1,1,2,1,1,2,,8,2,3,1,2,LC,1
Bir,Prairie grouse or greater prairie chicken,Aves,Galliformes,Tetraonidae,Tympanuchus,cupido,14,-0.027,0.404,0.618,8.83,13.93,16.19,6.41,5.42,5.72,8.65,13.33,13.66,6.73,5.69,5.92,1,6.125,0.5,0.6,0.357,0.667,900,457,,2,10,72,,,3,4,1,1,2,2,2,3,,14,3,3,1,2,CD,2
Bir,Sharp-tailed grouse,Aves,Galliformes,Tetraonidae,Tympanuchus,phasianellus,18,0.137,0.536,0.43,5.98,15.78,8.02,7.25,6.08,5.1,6.14,14.35,10.72,7.69,6.24,5.24,0,6.064,0.25,0.2,0.5,0.5,885,430,,2,10,36,,,3,4,1,1,1,1,1,2,,12,2,4,1,2,LC,1
Bir,Whooping crane,Aves,Gruiformes,Gruidae,Grus,americana,57,0.038,0.023,0.688,5.42,6.6,4.66,5.52,5.73,5.64,6.57,9.04,5.32,6.37,6.88,6.48,1,7.673,0.5,1,0.738,0.833,5826,1450,2150,2,48,264,,,4,3,1,1,3,3,5,3,,2,2,4,2,2,EN,2
Bir,Sandhill crane,Aves,Gruiformes,Gruidae,Grus,canadensis,19,0.005,0.087,0.25,5.75,8.75,8.32,4.87,4.84,4.81,6.31,10.54,10.2,5.05,4.98,4.97,0,7.601,0.25,0.4,0.262,0.667,3166,1000,2000,2,24,264,,,4,2,1,1,2,1,1,2,,2,2,4,1,2,LC,1
Bir,Moorhen,Aves,Gruiformes,Rallidae,Gallinula,chloropus,13,-0.004,0.103,0.243,7.56,9.14,9.51,4.95,4.86,4.87,7.59,9.15,9.21,5.11,5.01,5.01,0,6.263,0,0.2,0.381,0.833,303,350,525,2,12,180,,,4,3,1,1,1,1,1,1,,15,2,4,1,2,LC,1
Bir,Lord Howe Island woodhen,Aves,Gruiformes,Rallidae,Gallirallus,sylvestris,14,0.057,0.016,0.219,4.37,6.37,4.23,4.32,4.33,4.24,4.4,5.84,4.59,4.34,4.37,4.3,1,6.205,1,0.8,0.857,0.5,496,380,495,2,9,120,,,4,4,1,1,3,2,5,5,,4,2,4,2,2,EN,2
Bir,Skylark,Aves,Passeriformes,Alaudidae,Alauda,arvensis,45,0.045,0.109,0.917,7.95,9.3,6.4,6.74,7.3,7.34,8.34,9.14,7.64,7.2,7.81,8.41,0,5.193,0,0.4,0.381,0.833,40,180,,2,12,120,,,4,3,1,1,2,1,1,1,,15,2,4,1,1,LC,1
Bir,Brown creeper,Aves,Passeriformes,Certhiidae,Certhia,americana,42,0.01,0.86,0.697,7.87,18.59,17.97,6.96,8.34,11.75,8.51,17.18,16.84,7.08,9.02,15.52,0,4.868,0.25,0.4,0.881,0.667,8.4,130,,2,10,72,,,5,3,1,1,2,1,1,2,,7,2,5,2,2,LC,1
Bir,Treecreeper,Aves,Passeriformes,Certhiidae,Certhia,familiaris,24,0.049,0.371,0.444,5.34,13.82,10.21,5.78,5.3,5.26,5.56,13.33,11.61,6.22,5.5,5.38,0,4.828,0,0.2,0.381,0.833,9,125,,2,12,72,,,4,3,1,1,1,1,1,1,,10,2,4,1,1,LC,1
Bir,Eurasian dipper,Aves,Passeriformes,Cinclidae,Cinclus,cinclus,19,-0.003,0.219,0.463,8.19,11.35,11.67,5.82,5.55,5.43,8.3,11.35,11.37,6.11,5.78,5.68,1,5.136,0,0.6,1,0.833,60,170,,2,12,96,,,4,4,1,1,3,1,2,1,,5,3,5,2,2,LC,1
Bir,Mexican Jay,Aves,Passeriformes,Corvidae,Aphelocoma,ultramarina,10,0.01,0.045,0.214,6.65,7.41,6.7,4.55,4.54,4.65,7.3,8.22,7.52,4.7,4.7,4.78,0,5.67,0.25,0.4,0.381,0.833,125,290,,2,18,240,,,2,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Bir,American crow,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,44,-0.088,2.088,1.234,8.12,20.72,20.72,8.11,12.97,20.72,9.24,20.72,20.72,9.23,16.28,20.72,0,6.109,0,0.2,0.262,0.833,448,450,,2,24,180,,,2,2,1,1,1,1,1,1,,6,2,4,1,1,LC,1
Bir,Carrion crow,Aves,Passeriformes,Corvidae,Corvus,corone,45,-0.007,0.058,0.216,4.99,7.91,8.44,4.87,4.9,4.77,5.22,9.42,9.92,5.05,5.1,4.92,0,6.075,0,0.2,0.381,0.833,570,435,,2,24,180,,,4,3,1,1,1,1,1,1,,5,2,4,1,1,LC,1
Bir,Rook,Aves,Passeriformes,Corvidae,Corvus,frugilegus,12,-0.074,0.037,0.235,20.72,7.37,13.91,20.72,20.72,20.72,20.72,8.68,14.06,20.72,20.72,20.72,0,6.04,0,0,0.262,0.833,488,420,,2,24,180,,,2,2,1,0,1,1,1,1,,5,2,4,1,2,LC,1
Bir,Jackdaw,Aves,Passeriformes,Corvidae,Corvus,monedula,14,0.214,0.048,0.737,5.03,8.94,4.04,4.55,4.89,7.1,5.56,10.34,4.35,4.74,5.11,9.42,0,5.829,0,0,0.381,0.833,246,340,,2,24,180,,,1,3,1,0,1,1,1,1,,5,2,4,1,1,LC,1
Bir,Blue jay,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,41,-0.028,0.634,0.764,11.57,16.52,19.02,8.33,10.91,8.53,12.19,16.17,17.73,9.24,11.99,9.6,0,5.635,0.25,0.4,0.381,0.833,86.8,280,,2,12,108,,,2,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Bir,Eurasian jay,Aves,Passeriformes,Corvidae,Garrulus,glandarius,24,0.026,0.141,0.321,5.14,9.98,8.08,4.92,5.21,4.9,5.29,9.72,8.8,5.03,5.38,5.03,0,5.829,0,0.4,0.381,0.833,161,340,,2,12,108,,,4,3,1,0,2,2,1,1,,6,2,4,1,2,LC,1
Bir,Cardinal,Aves,Passeriformes,Emberizidae,Cardinalis,cardinalis,44,-0.043,0.47,0.848,8.03,14.87,18.54,7.9,8.04,6.99,8.93,14.61,16.26,8.59,8.94,7.51,0,5.394,0.25,0.2,0.381,0.833,45,220,,2,12,96,,,2,3,1,1,1,1,1,2,,7,2,4,1,1,LC,1
Bir,Kirtland's Warbler,Aves,Passeriformes,Emberizidae,Dendroica,kirtlandii,25,0.049,0.02,0.546,5.33,6.56,4.39,20.72,20.72,6.02,7.5,6.54,4.92,5.96,17.35,6.1,1,5.011,0.5,0.8,0.619,0.833,14,150,,2,12,96,,,4,2,1,1,3,2,3,3,,10,3,4,2,2,VU,2
Bir,Yellowhammer,Aves,Passeriformes,Emberizidae,Emberiza,citrinella,19,0.029,0.205,0.462,7.53,11.25,9.06,5.69,5.22,5.34,7.67,11.1,10.02,5.88,5.35,5.6,0,5.075,0.25,0.2,0.262,0.833,26.5,160,,2,12,132,,,3,2,1,1,1,1,1,2,,8,2,4,1,2,LC,1
Bir,Reed bunting,Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,19,0.027,0.172,0.281,4.97,10.58,8.54,5.01,4.88,4.85,5.08,10.41,9.42,5.15,4.97,4.98,0,5.011,0,0.2,0.262,0.833,18,150,,2,12,120,,,4,2,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Bir,Dark-eyed junco,Aves,Passeriformes,Emberizidae,Junco,hyemalis,38,-0.17,2.511,1.326,10.35,20.72,20.72,4.39,10.82,8.97,11.58,20.72,20.72,4.43,12.15,9.91,0,5.075,0,0.4,0.262,0.833,20,160,,2,12,120,,,4,2,1,1,2,1,1,1,,8,2,4,1,2,LC,1
Bir,Song sparrow,Aves,Passeriformes,Emberizidae,Melospiza,melodia,29,-0.038,0.899,0.762,8.06,19.01,20.72,7.84,8.14,7.18,8.95,19.09,20.72,9.35,8.89,7.97,0,5.193,0,0.2,0.405,0.833,21,180,,2,12,120,,,4,2,1,1,1,1,1,1,,8,2,5,1,2,LC,1
Bir,Indigo bunting,Aves,Passeriformes,Emberizidae,Passerina,cyanea,41,0.002,0.142,0.359,5.54,9.95,9.82,5.4,5.34,5.26,5.78,9.87,9.72,5.67,5.63,5.39,0,4.942,0,0.4,0.119,0.833,14.5,140,,2,12,96,,,4,2,1,1,2,1,1,1,,5,2,3,1,2,LC,1
Bir,Rose-breasted grosbeak,Aves,Passeriformes,Emberizidae,Pheucticus,melanocephalus,15,-0.031,0.172,0.3,5.34,10.65,13.33,4.95,5.16,5.28,5.44,10.39,11.97,5.02,5.29,5.8,0,5.347,0.25,0.4,0.238,0.833,42,210,,2,12,108,,,4,3,1,1,2,1,2,2,,6,2,3,1,2,LC,1
Bir,Rufous-sided towhee,Aves,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,23,0.012,0.124,0.311,5.63,9.59,8.68,5.11,5.13,5,5.76,9.47,9.18,5.21,5.3,5.11,0,5.247,0.25,0.6,0.238,0.833,41,190,,2,12,72,,,4,3,1,1,2,2,1,2,,8,2,3,1,2,LC,1
Bir,Scarlet tanager,Aves,Passeriformes,Emberizidae,Piranga,olivacea,15,0,0.256,0.41,8.75,11.94,11.93,5.63,6.36,5.46,8.9,11.9,11.85,5.81,6.82,5.77,0,5.193,0,0.4,0.119,0.667,28.6,180,,2,12,60,,,4,2,1,1,2,1,1,1,,8,2,3,1,2,LC,1
Bir,Dickcissel,Aves,Passeriformes,Emberizidae,Spiza,americana,27,0.018,0.142,0.29,5.03,9.92,8.6,5,4.95,4.92,5.12,9.26,8.89,5.12,5.03,5.02,1,5.075,0,0.4,0.262,0.667,27,160,,2,10,84,,,4,2,1,1,2,1,1,1,,8,3,4,1,2,LC,1
Bir,American tree sparrow,Aves,Passeriformes,Emberizidae,Spizella,arborea,41,-0.09,2.62,0.795,9.46,20.72,20.72,4.39,9.55,8.98,10.2,20.72,20.72,4.43,10.31,9.52,0,5.075,0.25,0.2,0.381,0.5,20,160,,2,10,60,,,4,3,1,1,1,1,1,2,,6,2,4,1,2,LC,1
Bir,Field sparrow,Aves,Passeriformes,Emberizidae,Spizella,pusilla,23,-0.034,0.769,0.405,7.01,17.68,20.59,9.72,6.48,6.31,7.32,16.23,17.44,12.06,6.83,6.61,0,4.942,0,0.2,0.262,0.5,12.5,140,,2,10,60,,,4,2,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Bir,Linnet,Aves,Passeriformes,Fringillidae,Carduelis,cannabina,19,-0.043,0.24,0.386,8.41,11.77,15.37,5.75,5.32,5.38,8.2,11.57,12.48,6,5.55,5.57,0,4.868,0,0.4,0.262,0.833,15.3,130,,2,12,96,,,1,2,1,1,2,1,1,1,,10,2,4,1,2,LC,1
Bir,Goldfinch,Aves,Passeriformes,Fringillidae,Carduelis,carduelis,13,0.066,0.037,0.257,6.14,7.31,4.52,5.02,4.92,4.95,6.33,7.28,5.15,5.15,5.1,5.1,0,4.868,0,0.2,0.381,0.833,15.6,130,,2,12,96,,,2,3,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Bir,Greenfinch,Aves,Passeriformes,Fringillidae,Carduelis,chloris,15,-0.061,0.186,0.346,6.47,10.99,16.07,5.25,5.39,5.12,6.58,10.98,12.99,5.38,5.71,5.25,0,5.011,0,0.4,0.381,0.833,30,150,,2,12,96,,,2,3,1,1,2,1,1,1,,10,2,4,1,1,LC,1
Bir,Redpoll,Aves,Passeriformes,Fringillidae,Carduelis,flammea,19,0.106,1.888,0.955,7.48,20.72,18.16,7.81,7.17,7.51,7.99,20.72,20.72,8.17,7.71,8.24,0,4.787,0,0.4,0.262,0.833,13,120,,2,12,84,,,2,2,1,1,2,1,1,1,,5,2,4,1,1,LC,1
Bir,Spruce siskin,Aves,Passeriformes,Fringillidae,Carduelis,spinus,19,0.012,1.169,0.766,9.22,20.72,20.35,10.95,8.32,7.16,11.31,19.34,19.11,14.31,9.12,7.58,0,4.7,0.25,0.4,0.262,0.667,14.5,110,,2,10,84,,,2,2,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Bir,American goldfinch,Aves,Passeriformes,Fringillidae,Carduelis,tristis,17,-0.146,0.534,0.719,9.62,15.67,20.72,7.46,7.35,6.48,10.01,15.45,21.01,8.09,7.99,6.89,0,4.868,0,0.4,0.119,0.833,13,130,,2,12,96,,,4,2,1,1,2,1,1,1,,10,2,3,1,1,LC,1
Bir,Common rosefinch,Aves,Passeriformes,Fringillidae,Carpodacus,erythrinus,19,0.201,0.322,0.791,7.68,13.67,5.43,6.23,6.83,6.22,8.27,13.57,7.24,6.63,7.33,6.61,0,5.011,0.25,0.4,0.381,0.833,24,150,,2,12,96,,,4,3,1,1,2,1,1,2,,5,2,4,1,2,LC,1
Bir,Hawfinch,Aves,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,19,0.016,0.089,0.242,5.35,8.85,7.65,4.8,4.74,4.74,5.44,8.7,8.21,4.88,4.85,4.85,0,5.011,0,0.4,0.262,0.833,54,150,,2,12,96,,,1,2,1,1,2,1,1,1,,8,2,4,1,2,LC,1
Bir,Chaffinch,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,24,-0.029,0.259,0.431,9.92,12.07,14.6,6.67,7.19,6.33,9.96,11.95,12.95,7.15,7.85,6.72,0,5.075,0,0,0.262,0.833,21,160,,2,12,72,,,4,2,1,0,1,1,1,1,,10,2,4,1,1,LC,1
Bir,Brambling,Aves,Passeriformes,Fringillidae,Fringilla,montifringilla,19,-0.02,0.168,0.481,7.51,10.46,12.17,5.64,5.28,5.25,7.5,10.35,10.98,5.92,5.45,5.41,0,5.011,0.25,0.2,0.262,0.833,24,150,,2,12,84,,,4,2,1,1,1,1,1,2,,7,2,4,1,2,LC,1
Bir,Medium ground finch,Aves,Passeriformes,Fringillidae,Geospiza,fortis,18,0.042,0.467,0.645,11.68,14.85,11.72,7.76,6.07,6.32,11.95,14.6,13.18,8.58,6.53,6.64,1,5.011,0.5,0.4,0.595,0.833,24,150,,2,12,84,,,4,3,1,1,2,1,2,3,,5,3,3,2,2,LC,1
Bir,Cactus finch,Aves,Passeriformes,Fringillidae,Geospiza,scandens,18,-0.013,0.22,0.532,8.04,11.43,12.46,5.82,5.37,5.39,8.1,11.27,11.78,6.16,5.64,5.63,1,4.605,0.5,0.4,0.857,0.833,23,100,,2,12,84,,,4,4,1,1,2,1,2,3,,5,3,4,2,2,LC,1
Bir,Red crossbill,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,10,0.035,5.137,1.027,7.71,20.72,20.72,10.81,7.62,12.39,8.12,20.72,20.72,11.47,8.04,13.26,0,5.136,0.5,0.2,0.357,0.5,36.5,170,,2,10,84,,,4,4,1,1,1,1,1,3,,4,2,3,1,2,LC,1
Bir,Northern Bullfinch,Aves,Passeriformes,Fringillidae,Pyrrhula,pyrrhula,24,0.029,0.292,0.41,6.24,12.54,10.44,5.45,6.36,5.46,6.64,12.42,11.46,5.77,6.8,5.75,1,5.011,0,0.6,0.381,0.833,21.8,150,,2,12,84,,,4,3,1,1,3,1,1,1,,8,3,4,1,2,LC,1
Bir,House martin,Aves,Passeriformes,Hirundinidae,Delichon,urbica,19,-0.031,0.114,0.325,6.73,9.4,12.02,5.03,4.87,10.75,7.68,9.15,10.34,5.19,4.99,18.1,0,4.868,0,0.2,0.286,0.833,15,130,,2,12,72,,,2,1,1,1,1,1,1,1,,10,2,5,1,1,LC,1
Bir,Swallow,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,18,-0.086,0.102,0.512,9.02,9.26,16.71,5.78,5.57,7.92,8.31,9.2,12.16,6.08,5.83,7.98,0,5.075,0,0.2,0.286,0.833,16,160,,2,12,72,,,4,1,1,1,1,1,1,1,,10,2,5,1,2,LC,1
Bir,Cliff swallow,Aves,Passeriformes,Hirundinidae,Petrochelidon ,pyrrhonota,10,-0.078,0.248,0.471,12.42,12.05,18.78,5.94,5.83,20.72,11.46,11.66,14.4,6.31,6.16,20.72,0,4.844,0,0.4,0.286,0.833,21.6,127,,2,12,84,,,2,1,1,1,2,1,1,1,,6,2,5,1,2,LC,1
Bir,Red-backed shrike,Aves,Passeriformes,Laniidae,Lanius,collurio,19,0.02,0.043,0.295,6.39,7.39,6,4.92,4.75,5.18,6.43,7.23,6.62,5.03,4.81,5.35,0,5.136,0,0.4,0.405,0.833,29.9,170,,2,12,96,,,4,2,1,1,2,1,1,1,,6,2,5,1,2,LC,1
Bir,Northern shrike,Aves,Passeriformes,Laniidae,Lanius,excubitor,35,-0.01,1.485,1,10.73,20.72,20.72,20.72,20.72,10.73,14.92,20.72,20.72,20.72,20.72,14.92,0,5.521,0.25,0.4,0.524,0.833,66,250,,2,12,96,,,4,3,1,1,2,1,1,2,,7,2,5,1,2,LC,1
Bir,Helmeted Honeyeater,Aves,Passeriformes,Meliphagidae,Lichenostomus,melanops,13,0.013,0.025,0.164,5.91,6.66,5.72,4.48,4.44,4.46,5.7,6.24,5.86,4.55,4.49,4.51,1,5.298,1,1,0.738,0.5,45,200,,2,10,84,,,4,3,1,1,3,3,5,5,,4,1,4,2,2,CR,2
Bir,Gray catbird,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,24,0.046,0.873,0.996,8.91,18.88,15.39,8.08,8.86,7.29,9.7,18.2,17,9.18,9.64,7.89,0,5.394,0,0.4,0.262,0.833,36.9,220,,2,12,96,,,4,2,1,1,2,1,1,1,,8,2,4,1,2,LC,1
Bir,Brown thrasher,Aves,Passeriformes,Mimidae,Toxostoma,rufum,25,0.028,0.456,0.587,6.51,14.61,12.56,6,6.99,5.89,6.85,12.75,12.54,6.38,7.42,6.11,0,5.67,0.25,0.4,0.381,0.667,68.8,290,,2,10,84,,,4,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
